label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,"robert a. nado , scott b. huffman","robert a. nado , scott b. huffman",extracting entity profiles from semistructured information spaces,extracting entity profiles from semistructured information spaces,sigmod record,acm sigmod record,1997,1997
0,"s. sudarshan , siddhesh bhobe , s. seshadri , prasan roy","navin kabra , david j. dewitt",efficient and extensible algorithms for multi query optimization,opt + + : an object-oriented implementation for extensible database query optimization,sigmod conference,the vldb journal -- the international journal on very large data bases,2000,1999
0,"ming-syan chen , philip s. yu , jong soo park","ashoka savasere , edward omiecinski , shamkant b. navathe",an effective hash based algorithm for mining association rules,an efficient algorithm for mining association rules in large databases,sigmod conference,very large data bases,1995,1995
1,"susanne englert , ray glasstone , waqar hasan","susanne englert , ray glasstone , waqar hasan",parallelism and its price : a case study of nonstop sql/mp,parallelism and its price : a case study of nonstop sql/mp,sigmod record,acm sigmod record,1995,1995
1,"peter j. h. king , jonathan k. lawder","j. k. lawder , p. j. h. king",querying multi-dimensional data indexed using the hilbert space-filling curve,querying multi-dimensional data indexed using the hilbert space-filling curve,sigmod record,acm sigmod record,2001,2001
0,"v. wiktor marek , bradley f. burton","alexandra poulovassilis , carol small",applications of the java programming language to database management,investigation of algebraic query optimisation techniques for database programming languages,sigmod record,very large data bases,1998,1994
0,"alexandra poulovassilis , carol small",peter z. revesz,investigation of algebraic query optimisation techniques for database programming languages,safe query languages for constraint databases,vldb,acm transactions on database systems ( tods ),1994,1998
0,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan","a. maedche , b. motik , l. stojanovic",learning to match ontologies on the semantic web,managing multiple and distributed ontologies on the semantic web,vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003
0,"zhiyuan chen , flip korn , johannes gehrke","sihem amer-yahia , theodore johnson",query optimization in compressed database systems,optimizing queries on compressed bitmaps,sigmod conference,very large data bases,2001,2000
0,"jason mchugh , jennifer widom","gennady antoshenkov , mohamed ziauddin",query optimization for xml,query processing and optimization in oracle rdb,vldb,the vldb journal -- the international journal on very large data bases,1999,1996
0,"viswanath poosala , yannis e. ioannidis","swarup acharya , viswanath poosala , sridhar ramaswamy",selectivity estimation without the attribute value independence assumption,selectivity estimation in spatial databases,vldb,international conference on management of data,1997,1999
1,"arnaud sahuguet , raman chandrasekar , zoé lacroix","zo &#233; lacroix , arnaud sahuguet , raman chandrasekar",user-oriented smart-cache for the web : what you seek is what you get !,user-oriented smart-cache for the web : what you seek is what you get !,sigmod conference,international conference on management of data,1998,1998
0,"anthony tomasic , eric simon",oliver g &#252; nther,improving access to environmental data using context information,environmental information systems,sigmod record,acm sigmod record,1997,1997
0,martin bertram,shalom tsur,data modelling in the large,data mining in the bioinformatics domain,sigmod record,very large data bases,1994,2000
1,"deok-hwan kim , ju-hong lee , chin-wan chung","ju-hong lee , deok-hwan kim , chin-wan chung",multi-dimensional selectivity estimation using compressed histogram information,multi-dimensional selectivity estimation using compressed histogram information,sigmod conference,international conference on management of data,1999,1999
0,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",corporate national technical univ. of athens,database research at the university of oklahoma,the database group at national technical university of athens ( ntua ),sigmod record,acm sigmod record,1999,1995
0,"philip s. yu , hui-i hsiao , ming-syan chen","ming-syan chen , hui-i hsiao , philip s. yu",on parallel execution of multiple pipelined hash joins,on applying hash filters to improving the execution of multi-join queries,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1997
0,paul w. p. j. grefen,karl aberer,what will be - book review,book reviews,sigmod record,acm sigmod record,2002,2002
0,"ashish kumar gupta , dan suciu","surajit chaudhuri , kyuseok shim",stream processing of xpath queries with predicates,optimization of queries with user-defined predicates,sigmod conference,acm transactions on database systems ( tods ),2003,1999
0,"ioana manolescu , donald kossmann , daniela florescu","alon y. levy , anand rajaraman , joann j. ordille",answering xml queries on heterogeneous data sources,querying heterogeneous information sources using source descriptions,vldb,very large data bases,2001,1996
1,"hans-jörg schek , gustavo alonso , heiko schuldt , catriel beeri","heiko schuldt , gustavo alonso , catriel beeri , hans-j &#246; rg schek",atomicity and isolation for transactional processes,atomicity and isolation for transactional processes,acm trans . database syst .,acm transactions on database systems ( tods ),2002,2002
0,richard t. snodgrass,joachim hammer,chair 's message,treasurer 's message,sigmod record,acm sigmod record,1997,2002
0,"carlotta domeniconi , vassilis j. tsotras , george kollios , dimitrios gunopulos","ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz",approximating multi-dimensional aggregate range queries over real attributes,approximating aggregate queries about web pages via random walks,sigmod conference,very large data bases,2000,2000
0,"gennady antoshenkov , mohamed ziauddin",sunita sarawagi,query processing and optimization in oracle rdb,query processing in tertiary memory databases,vldb j.,very large data bases,1996,1995
1,"jiawei han , nebojsa stefanovic , krzysztof koperski","jaiwei han , krzysztof koperski , nebojsa stefanovic",geominer : a system prototype for spatial data mining,geominer : a system prototype for spatial data mining,sigmod conference,international conference on management of data,1997,1997
0,"arturo jaime , oscar díaz","shekar ramanathan , julia hodges",exact : an extensible approach to active object-oriented databases,extraction of object-oriented structures from existing relational databases,vldb j.,acm sigmod record,1997,1997
0,"kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi","swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",approximate query processing using wavelets,the aqua approximate query answering system,vldb,international conference on management of data,2000,1999
0,"sunita sarawagi , gayatri sathe",george colliat,intelligent rollups in multidimensional olap data,"olap , relational , and multidimensional database systems",vldb,acm sigmod record,2001,1996
0,"kian-lee tan , cheng hian goh , beng chin ooi","k. v. ravi kanth , divyakant agrawal , ambuj singh",fast high-dimensional data search in incomplete databases,dimensionality reduction for similarity searching in dynamic databases,vldb,international conference on management of data,1998,1998
0,michael j. franklin,richard snodgrass,editor 's notes,editorial,sigmod record,acm transactions on database systems ( tods ),1999,2001
0,"jeffrey f. naughton , amit shukla , prasad deshpande","hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",materialized view selection for multidimensional datasets,materialized view selection and maintenance using multi-query optimization,vldb,international conference on management of data,1998,2001
0,"leonardo tininini , antonia bezenchek , maurizio rafanelli","yannis kotidis , nick roussopoulos",the aggregate data problem : a system for their definition and management,dynamat : a dynamic view management system for data warehouses,sigmod record,international conference on management of data,1996,1999
0,"zengping tian , hongjun lu , yanlei diao , songting chen","yanlei diao , hongjun lu , songting chen , zengping tian",fact : a learning based web query processing system,toward learning based web query processing,sigmod conference,very large data bases,2000,2000
0,richard t. snodgrass,richard snodgrass,editorial,editorial,acm trans . database syst .,acm transactions on database systems ( tods ),2001,2001
0,"anne doucet , véronique benzaken","mark w. w. vermeer , peter m. g. apers",thémis : a database programming language handling integrity constraints,the role of integrity constraints in database interoperation,vldb j.,very large data bases,1995,1996
0,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz","manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",mocha : a database middleware system featuring automatic deployment of application-specific functionality,mocha : a self-extensible database middleware system for distributed data sources,sigmod conference,international conference on management of data,2000,2000
0,"margaret h. dunham , abdelsalam helal","john f. roddick , lina al-jadir , leopoldo bertossi , marlon dumas , florida estrella , heidi gregersen , kathleen hornsby , jens lufter , federica mandreoli , tomi m &#228; nnist &#246; , enric mayol , lex wedemeijer",from the guest editors - special section on data management issues in mobile computing,evolution and change in data management - issues and directions,sigmod record,acm sigmod record,1995,2000
0,susan malaika,"avi silberschatz , stan zdonik",database management systems and the internet,database systems-breaking out of the box,vldb,acm sigmod record,1996,1997
1,"kyu-young whang , gunter schlageter , amr el abbadi","amr el abbadi , gunter schlageter , kyu-young whang",guest editorial,guest editorial,vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
0,"shiby thomas , rakesh agrawal , sunita sarawagi","tak w. yan , jurgen annevelink",integrating mining with relational database systems : alternatives and implications,integrating a structured-text retrieval system with an object-oriented database system,sigmod conference,very large data bases,1998,1994
1,"jin jing , tetsuya furukawa , ahmed k. elmagarmid","ahmed elmagarmid , jin jing , tetsuya furukawa",wireless client/server computing for personal information services and applications,wireless client/server computing for personal information services and applications,sigmod record,acm sigmod record,1995,1995
1,"antonio badia , dirk van gucht , sudhir rao","sudhir g. rao , antonio badia , dirk van gucht",providing better support for a class of decision support queries,providing better support for a class of decision support queries,sigmod conference,international conference on management of data,1996,1996
0,"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",george colliat,java and relational databases : sqlj ( tutorial ),"olap , relational , and multidimensional database systems",sigmod conference,acm sigmod record,1998,1996
0,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",susan malaika,the ores temporal database management system,database management systems and the internet,sigmod conference,very large data bases,1994,1996
0,"serge abiteboul , richard hull",magdy s. hanna,response to a close look at the ifo data model,a close look at the ifo data model,sigmod record,acm sigmod record,1995,1995
1,"stefano ceri , stefano paraboschi , angela bonifati","angela bonifati , stefano ceri , stefano paraboschi",active rules for xml : a new paradigm for e-services,active rules for xml : a new paradigm for e-services,vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
0,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",the multidimensional database system rasdaman,the mlpq/gis constraint database system,sigmod conference,international conference on management of data,1998,2000
0,"gargi sur , mary f. fernandez , amélie marian , jérôme siméon , byron choi",paul cotton,implementing xquery 1.0 : the galax experience,implementing xquery,vldb,international conference on management of data,2003,2002
0,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",harald kosch,acm multimedia '94 conference workshop on multimedia database management systems,mpeg-7 and multimedia database systems,sigmod record,acm sigmod record,1995,2002
0,"jennifer widom , shivnath babu","chris olston , jing jiang , jennifer widom",continuous queries over data streams,adaptive filters for continuous queries over distributed data streams,sigmod record,international conference on management of data,2001,2003
0,ron sacks-davis,"daniel barbar &#225; - mill &#225; , hector garcia-molina",the structured information manager : a database system for sgml documents,the demarcation protocol : a technique for maintaining constraints in distributed database systems,vldb,the vldb journal -- the international journal on very large data bases,1996,1994
0,"rainer gallersdörfer , matthias nicola","shimin chen , phillip b. gibbons , todd c. mowry",improving performance in replicated databases through relaxed coherency,improving index performance through prefetching,vldb,international conference on management of data,1995,2001
1,"sridhar rajagopalan , bruce g. lindsay , gurmeet singh manku","gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay",random sampling techniques for space efficient online computation of order statistics of large datasets,random sampling techniques for space efficient online computation of order statistics of large datasets,sigmod conference,international conference on management of data,1999,1999
0,"sang kyun cha , keunjoo kwon , kihong kim","kaushik chakrabarti , sharad mehrotra",optimizing multidimensional index trees for main memory access,efficient concurrency control in multidimensional access methods,sigmod conference,international conference on management of data,2001,1999
1,"fèlix saltor , uwe hohenstein , ralf-detlef kutsche , wilhelm hasselbring , gunter saake , stefan conrad , mark roantree","s. conrad , w. hasselbring , u. hohenstein , r.-d . kutsche , m. roantree , g. saake , f. saltor",engineering federated information systems : report of efis '99 workshop,engineering federated information systems : report of eefis '99 workshop,sigmod record,acm sigmod record,1999,1999
0,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au","roger bamford , d. butler , boris klots , n. macnaughton",a content-based multimedia server for massively parallel architectures,architecture of oracle parallel server,sigmod conference,very large data bases,1996,1998
1,"samuel madden , wei hong , joseph m. hellerstein","joseph m. hellerstein , wei hong , samuel r. madden","the sensor spectrum : technology , trends , and requirements","the sensor spectrum : technology , trends , and requirements",sigmod record,acm sigmod record,2003,2003
0,richard t. snodgrass,"kenneth a. ross , theodore johnson , richard thomas snodgrass",reminiscences on influential papers,reminiscences on influential papers,sigmod record,acm sigmod record,1998,2002
0,"christian a. lang , ambuj k. singh","stefan berchtold , daniel a. keim , hans-peter kriegel",modeling high-dimensional index structures using sampling,the x-tree : an index structure for high-dimensional data,sigmod conference,very large data bases,2001,1996
0,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton","mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan",space optimization in deductive databases,on-line reorganization in object databases,acm trans . database syst .,international conference on management of data,1995,2000
0,"geoffrey phipps , marcia a. derr , shinichi morishita","praveen seshadri , miron livny , raghu ramakrishnan","the glue-nail deductive database system : design , implementation , and evaluation",the design and implementation of a sequence database system,vldb j.,very large data bases,1994,1996
0,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","domenico beneventano , sonia bergamaschi , claudio sartori",the ccube constraint object-oriented database system,description logics for semantic query optimization in object-oriented database systems,sigmod conference,acm transactions on database systems ( tods ),1999,2003
0,"myung-jae park , jun-ki min , chin-wan chung","hartmut liefke , dan suciu",xpress : a queriable compression for xml data,an extensible compressor for xml data,sigmod conference,acm sigmod record,2003,2000
0,"binto george , jayant r. haritsa",greg hope,secure transaction processing in firm real-time database systems,enterprise transaction processing on windows nt,sigmod conference,international conference on management of data,1997,1995
0,"anand rajaraman , alon y. levy , joann j. ordille","vasilis vassalos , yannis papakonstantinou",querying heterogeneous information sources using source descriptions,describing and using query capabilities of heterogeneous sources,vldb,very large data bases,1996,1997
0,"tiziana catarci , isabel f. cruz",yannis e. ioannidis,"information visualization , guest editors ' foreword",dynamic information visualization,sigmod record,acm sigmod record,1996,1996
1,"sirish chandrasekaran , michael j. franklin","sirish chandrasekaran , michael j. franklin",psoup : a system for streaming queries over streaming data,psoup : a system for streaming queries over streaming data,vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003
0,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",kjetil n &#248; rv &#229; g,the ccube constraint object-oriented database system,the persistent cache : improving oid indexing in temporal object-oriented database systems,sigmod conference,very large data bases,1999,1999
0,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold","themistoklis palpanas , dimitris papadopoulos , vana kalogeraki , dimitrios gunopulos",bluetooth-based sensor networks,distributed deviation detection in sensor networks,sigmod record,acm sigmod record,2003,2003
1,"luc segoufin , philippe rigaux , stéphane grumbach","st &#233; phane grumbach , philippe rigaux , luc segoufin",the dedale system for complex spatial queries,the dedale system for complex spatial queries,sigmod conference,international conference on management of data,1998,1998
0,sergey brin,"flip korn , nikolaos sidiropoulos , christos faloutsos , eliot siegel , zenon protopapas",near neighbor search in large metric spaces,fast nearest neighbor search in medical image databases,vldb,very large data bases,1995,1996
0,"arvind arasu , hector garcia-molina",brad adelberg,extracting structured data from web pages,nodose-a tool for semi-automatically extracting structured and semistructured data from text documents,sigmod conference,international conference on management of data,2003,1998
0,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",a general techniques for querying xml documents using a relational database system,efficiently publishing relational data as xml documents,sigmod record,the vldb journal -- the international journal on very large data bases,2001,2001
0,"ling liu , calton pu , tong zhou","m. rafanelli , a. bezenchek , l. tininini",tam : a system for dynamic transactional activity management,the aggregate data problem : a system for their definition and management,sigmod conference,acm sigmod record,1999,1996
0,"claude delobel , sophie cluet , sihem amer-yahia",charu c. aggarwal,bulk-loading techniques for object databases and an application to relational data,re-designing distance functions and distance-based applications for high dimensional data,vldb,acm sigmod record,1998,2001
1,luciana duranti,luciana duranti,the long-term preservation of authentic electronic records,the long-term preservation of authentic electronic records,vldb,very large data bases,2001,2001
0,"sang kyun cha , keunjoo kwon , kihong kim","timos k. sellis , nick roussopoulos , christos faloutsos",optimizing multidimensional index trees for main memory access,multidimensional access methods : trees have grown everywhere,sigmod conference,very large data bases,2001,1997
0,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sherif danish,enabling dynamic content caching for database-driven web sites,building database-driven electronic catalogs,sigmod conference,acm sigmod record,2001,1998
0,dan suciu,yun wang,implementation and analysis of a parallel collection query language,db2 query parallelism : staging and implementation,vldb,very large data bases,1996,1995
0,"alin deutsch , mary f. fernandez , dan suciu","arvind arasu , hector garcia-molina , stanford university",storing semistructured data with stored,extracting structured data from web pages,sigmod conference,international conference on management of data,1999,2003
0,"laks v. s. lakshmanan , frédéric gingras","laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian",nd-sql : a multi-dimensional language for interoperability and olap,schemasql - a language for interoperability in relational multi-database systems,vldb,very large data bases,1998,1996
0,"neoklis polyzotis , minos n. garofalakis","neoklis polyzotis , minos garofalakis",structure and value synopses for xml data graphs,statistical synopses for graph-structured xml databases,vldb,international conference on management of data,2002,2002
0,"a. kumaran , jayant r. haritsa","manish mehta , david j. dewitt",on the costs of multilingualism in database systems,managing intra-operator parallelism in parallel database systems,vldb,very large data bases,2003,1995
0,"h. v. jagadish , shurug al-khalifa , cong yu","tamer kahveci , ambuj k. singh",querying structured text in an xml database,efficient index structures for string databases,sigmod conference,very large data bases,2003,2001
0,"yirong xu , ramakrishnan srikant , rakesh agrawal","christoph quix , mareike schoop , manfred jeusfeld",database technologies for electronic commerce,business data management for business-to-business electronic commerce,vldb,acm sigmod record,2002,2002
0,"narayanan shivakumar , hector garcia-molina , roy goldman , suresh venkatasubramanian","jason t. l. wang , xiong wang , dennis shasha , bruce a. shapiro , kaizhong zhang , qicheng ma , zasha weinberg",proximity search in databases,an approximate search engine for structural databases,vldb,international conference on management of data,1998,2000
0,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton","swarup acharya , viswanath poosala , sridhar ramaswamy",space optimization in deductive databases,selectivity estimation in spatial databases,acm trans . database syst .,international conference on management of data,1995,1999
0,"laks v. s. lakshmanan , jian pei , yan zhao","b. sreenath , s. seshadri",qc-trees : an efficient summary structure for semantic olap,the hcc-tree : an efficient index structure for object oriented databases,sigmod conference,very large data bases,2003,1994
0,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",peter baumann,on the computation of multidimensional aggregates,management of multidimensional discrete data,vldb,the vldb journal -- the international journal on very large data bases,1996,1994
0,"samuel madden , joseph m. hellerstein","rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar",distributing queries over low-power wireless sensor networks,energy and rate based mac protocol for wireless sensor networks,sigmod conference,acm sigmod record,2002,2003
0,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang","foto n. afrati , chen li , jeffrey d. ullman",computing iceberg queries efficiently,generating efficient plans for queries using views,vldb,international conference on management of data,1998,2001
0,"david scott warren , konstantinos f. sagonas , terrance swift","kotagiri ramamohanarao , james harland",xsb as an efficient deductive database engine,an introduction to deductive database languages and systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994
0,philip a. bernstein,elisa bertino,repositories and object oriented databases,index configuration in object-oriented databases,sigmod record,the vldb journal -- the international journal on very large data bases,1998,1994
0,"sudipto guha , rajeev rastogi , kyuseok shim","junghwan oh , kien a. hua",cure : an efficient clustering algorithm for large databases,efficient and cost-effective techniques for browsing and indexing large video databases,sigmod conference,international conference on management of data,1998,2000
0,"apostolos papadopoulos , yannis manolopoulos","kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",similarity query processing using disk arrays,approximate query processing using wavelets,sigmod conference,very large data bases,1998,2000
1,"reinhard pichler , christoph koch , georg gottlob","georg gottlob , christoph koch , reinhard pichler",xpath processing in a nutshell,xpath processing in a nutshell,sigmod record,acm sigmod record,2003,2003
0,michael j. carey,corporate the paradise team,parallel database systems in the 1990 's,paradise : a database system for gis applications,sigmod conference,international conference on management of data,1994,1995
1,xiaolei qian,xiaolei qian,"shutdown , budget , and funding","shutdown , budget , and funding",sigmod record,acm sigmod record,1996,1996
0,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger","foto n. afrati , chen li , jeffrey d. ullman",genesys : a system for efficient spatial query processing,generating efficient plans for queries using views,sigmod conference,international conference on management of data,1994,2001
0,c. gregory doherty,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",database systems management and oracle8,lore : a database management system for semistructured data,sigmod conference,acm sigmod record,1998,1997
0,michael j. carey,"fabrizio ferrandina , thorsten meyer , roberto zicari , guy ferran , jo &#235; lle madec",parallel database systems in the 1990 's,schema and database evolution in the o2 object database system,sigmod conference,very large data bases,1994,1995
0,"reinhard pichler , christoph koch , georg gottlob","pedro jos &#233; marr &#243; n , georg lausen",xpath processing in a nutshell,on processing xml in ldap,sigmod record,very large data bases,2003,2001
0,"chinya v. ravishankar , ming-ling lo","nikos mamoulis , dimitris papadias",spatial joins using seeded trees,multiway spatial joins,sigmod conference,acm transactions on database systems ( tods ),1994,2001
0,"alin deutsch , mary f. fernandez , dan suciu","dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener",storing semistructured data with stored,lore : a lightweight object repository for semistructured data,sigmod conference,international conference on management of data,1999,1996
0,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",kenneth a. ross,reminiscences on influential papers,reminiscences on influential papers,sigmod record,acm sigmod record,2002,2001
0,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel","jian yang , kamalakar karlapalem , qing li",incremental clustering for mining in a data warehousing environment,algorithms for materialized view design in data warehousing environment,vldb,very large data bases,1998,1997
1,"amihai motro , troels andreasen","amihai motro , troels andreasen",report on fqas 2002 : fifth international conference on flexible query answering systems,report on fqas 2002 : fifth international conference on flexible query answering systems,sigmod record,acm sigmod record,2003,2003
0,"ramakrishnan srikant , rakesh agrawal","sunita sarawagi , shiby thomas , rakesh agrawal",fast algorithms for mining association rules in large databases,integrating association rule mining with relational database systems : alternatives and implications,vldb,international conference on management of data,1994,1998
0,"sridhar ramaswamy , sameer mahajan , abraham silberschatz","r. j. miller , y. yang",on the discovery of interesting patterns in association rules,association rules over interval data,vldb,international conference on management of data,1998,1997
0,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",mark sullivan,gigascope : a stream database for network applications,tribeca : a stream database manager for network traffic analysis,sigmod conference,very large data bases,2003,1996
0,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","arun jagatheesan , arcot rajasekar",anatomy of a native xml base management system,data grid management systems,vldb j.,international conference on management of data,2002,2003
0,"jiawei han , yongjian fu",hannu toivonen,discovery of multiple-level association rules from large databases,sampling large databases for association rules,vldb,very large data bases,1995,1996
0,"arturo jaime , oscar díaz","m. seetha lakshmi , shaoyu zhou",exact : an extensible approach to active object-oriented databases,selectivity estimation in extensible databases - a neural network approach,vldb j.,very large data bases,1997,1998
0,"wen-syan li , chris clifton","massimo mecella , barbara pernici",semint : a system prototype for semantic integration in heterogeneous databases,designing wrapper components for e-services in integrating heterogeneous systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1995,2001
0,"zhiyuan chen , flip korn , johannes gehrke","waqar hasan , daniela florescu , patrick valduriez",query optimization in compressed database systems,open issues in parallel query optimization,sigmod conference,acm sigmod record,2001,1996
0,"wei wang , richard r. muntz , jiong yang","wen-chi hou , zhongyang zhang",sting : a statistical information grid approach to spatial data mining,enhancing database correctness : a statistical approach,vldb,international conference on management of data,1997,1995
0,"daniela florescu , alberto o. mendelzon , alon y. levy","philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau",database techniques for the world-wide web : a survey,picodbms : scaling down database techniques for the smartcard,sigmod record,the vldb journal -- the international journal on very large data bases,1998,2001
0,"daniel a. keim , alexander hinneburg","stefan berchtold , christian b &#246; hm , hans-peter kriegal",optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,the pyramid-technique : towards breaking the curse of dimensionality,vldb,international conference on management of data,1999,1998
0,"jurgen annevelink , tak w. yan",joseph fong,integrating a structured-text retrieval system with an object-oriented database system,converting relational to object-oriented databases,vldb,acm sigmod record,1994,1997
0,"david j. dewitt , jianjun chen , chun zhang , feng tian","till westmann , donald kossmann , sven helmer , guido moerkotte",the design and performance evaluation of alternative xml storage strategies,the implementation and performance of compressed databases,sigmod record,acm sigmod record,2002,2000
0,"vasilis vassalos , yannis papakonstantinou",dan suciu,query rewriting for semistructured data,distributed query evaluation on semistructured data,sigmod conference,acm transactions on database systems ( tods ),1999,2002
0,"viswanath poosala , sridhar ramaswamy , swarup acharya","mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan",selectivity estimation in spatial databases,on-line reorganization in object databases,sigmod conference,international conference on management of data,1999,2000
0,"eui-hong han , vipin kumar , george karypis","rosa meo , giuseppe psaila , stefano ceri",scalable parallel data mining for association rules,a new sql-like operator for mining association rules,sigmod conference,very large data bases,1997,1996
0,"laks v. s. lakshmanan , marc gyssens","elena baralis , stefano paraboschi , ernest teniente",a foundation for multi-dimensional databases,materialized views selection in a multidimensional database,vldb,very large data bases,1997,1997
1,"elizabeth j. o'neil , denis rinfret , patrick e. o'neil","denis rinfret , patrick o'neil , elizabeth o'neil",bit-sliced index arithmetic,bit-sliced index arithmetic,sigmod conference,international conference on management of data,2001,2001
0,dale a. stirling,"rakesh agrawal , alexandre evfimievski , ramakrishnan srikant",information rules,information sharing across private databases,sigmod record,international conference on management of data,2003,2003
0,susan malaika,michael j. carey,database management systems and the internet,parallel database systems in the 1990 's,vldb,international conference on management of data,1996,1994
1,"fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian","laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",on efficiently implementing schemasql on an sql database system,on efficiently implementing schemasql on an sql database system,vldb,very large data bases,1999,1999
0,"fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian",michael h. b &#246; hlen,on efficiently implementing schemasql on an sql database system,temporal database system implementations,vldb,acm sigmod record,1999,1995
0,"eric simon , esther pacitti , pascale minet","ashoka savasere , edward omiecinski , shamkant b. navathe",fast algorithms for maintaining replica consistency in lazy master replicated databases,an efficient algorithm for mining association rules in large databases,vldb,very large data bases,1999,1995
0,"chris clifton , svetlozar nestorov , rajeev motwani , shalom tsur , jeffrey d. ullman , arnon rosenthal , serge abiteboul",christian hidber,query flocks : a generalization of association-rule mining,online association rule mining,sigmod conference,international conference on management of data,1998,1999
0,jeff sidell,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",the mariposa distributed database management system,the araneus web-based management system,sigmod record,international conference on management of data,1996,1998
0,arjan loeffen,"eric simon , angelika kotz dittrich",text databases : a survey of text models and systems,promises and realities of active database systems,sigmod record,very large data bases,1994,1995
0,"shiby thomas , rakesh agrawal , sunita sarawagi","louiqa raschid , jorge lobo",integrating mining with relational database systems : alternatives and implications,semantics for update rule programs and implementation in a relational database management system,sigmod conference,acm transactions on database systems ( tods ),1998,1996
0,"paul ammann , indrakshi ray , sushil jajodia","paul ammann , sushil jajodia , indrakshi ray",applying formal methods to semantic-based decomposition of transactions,using formal methods to reason about semantics-based decompositions of transactions,acm trans . database syst .,very large data bases,1997,1995
0,"carlotta domeniconi , vassilis j. tsotras , george kollios , dimitrios gunopulos","iosif lazaridis , sharad mehrotra",approximating multi-dimensional aggregate range queries over real attributes,progressive approximate aggregate queries with a multi-resolution tree structure,sigmod conference,international conference on management of data,2000,2001
0,"elio masciari , sergio flesca , filippo furfaro",joseph m. hellerstein,on the minimization of xpath queries,optimization techniques for queries with expensive methods,vldb,acm transactions on database systems ( tods ),2003,1998
0,roberto j. bayardo jr.,"byung suk lee , gio wiederhold",efficiently mining long patterns from databases,efficiently instantiating view-objects from remote relational databases,sigmod conference,the vldb journal -- the international journal on very large data bases,1998,1994
